Election_Year,Region,Ethnic_Group,Language,Education_Level,Population_Density,GDP_per_Capita,Candidate_Origin_Region,Voted_For,Election_Winner_Party
2019,Northern,Tumbuka,English,Primary,83,411,Southern,Other,MCP
2019,Northern,Chewa,Chitumbuka,Primary,99,603,Southern,MCP,MCP
2019,Southern,Chewa,Chichewa,Secondary,249,989,Central,UTM,MCP
2019,Northern,Ngoni,Chitumbuka,Primary,187,561,Central,DPP,MCP
2019,Central,Chewa,Chichewa,Secondary,286,777,Southern,MCP,MCP
2019,Northern,Tumbuka,Chitumbuka,Secondary,189,473,Central,Other,MCP
2019,Southern,Tonga,English,Secondary,172,808,Central,Other,MCP
2019,Northern,Lomwe,Chitumbuka,Primary,277,603,Central,MCP,MCP
2019,Central,Ngoni,Chichewa,Tertiary,261,474,Northern,MCP,MCP
2019,Southern,Sena,Chilomwe,Primary,288,537,Central,Independent,MCP
2019,Central,Nyanja,Chichewa,Secondary,163,614,Central,Other,MCP
2019,Northern,Ngoni,English,Primary,126,444,Southern,MCP,MCP
2019,Northern,Ngoni,Chitumbuka,Primary,208,619,Northern,Independent,MCP
2019,Northern,Ngoni,Chitumbuka,Secondary,187,353,Central,Other,MCP
2019,Central,Chewa,Chichewa,Primary,177,692,Central,Independent,MCP
2019,Northern,Sena,Chitumbuka,Primary,179,544,Central,UTM,MCP
2019,Southern,Sena,Chilomwe,Primary,409,975,Northern,MCP,MCP
2019,Northern,Nyanja,Chitumbuka,Primary,120,123,Central,Other,MCP
2019,Central,Nyanja,Chiyao,Primary,148,726,Southern,UTM,MCP
2019,Central,Ngonde,Chichewa,Primary,263,566,Southern,MCP,MCP
2019,Central,Ngoni,Chichewa,Primary,135,923,Central,MCP,MCP
2019,Central,Ngoni,Chiyao,Primary,203,391,Central,PETRA,MCP
2019,Northern,Lomwe,English,Primary,145,689,Central,Mbakwaku,MCP
2019,Central,Chewa,Chichewa,Primary,256,633,Northern,Other,MCP
2019,Southern,Lambya/Nyiha,Chilomwe,Primary,332,640,Northern,MCP,MCP
2019,Southern,Nyanja,Chilomwe,Secondary,459,641,Northern,DPP,MCP
2019,Northern,Sena,Chitumbuka,Primary,129,776,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,Secondary,239,850,Central,Other,MCP
2019,Southern,Ngonde,Chilomwe,Tertiary,238,927,Southern,MCP,MCP
2019,Central,Chewa,Chichewa,Secondary,216,788,Southern,MCP,MCP
2019,Central,Lomwe,Chichewa,Primary,286,831,Southern,MCP,MCP
2019,Southern,Yao,Chichewa,Secondary,334,635,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,Tertiary,191,472,Central,Mbakwaku,MCP
2019,Southern,Chewa,Chilomwe,Primary,434,883,Northern,DPP,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,Primary,60,421,Central,UTM,MCP
2019,Southern,Chewa,English,Primary,342,809,Southern,DPP,MCP
2019,Southern,Nyanja,Chichewa,Tertiary,105,929,Central,DPP,MCP
2019,Southern,Chewa,Chilomwe,Secondary,338,727,Southern,MCP,MCP
2019,Central,Chewa,Chichewa,Primary,373,861,Central,MCP,MCP
2019,Northern,Ngoni,Chitumbuka,Tertiary,268,767,Central,PETRA,MCP
2019,Central,Lomwe,Chichewa,Secondary,216,328,Central,MCP,MCP
2019,Southern,Ngonde,English,No formal,301,612,Central,DPP,MCP
2019,Central,Yao,Chichewa,Primary,337,668,Central,MCP,MCP
2019,Northern,Tumbuka,Chitumbuka,Primary,151,527,Southern,Independent,MCP
2019,Southern,Nyanja,Chilomwe,Secondary,419,878,Northern,Mbakwaku,MCP
2019,Southern,Yao,Chilomwe,No formal,265,986,Central,MCP,MCP
2019,Central,Tumbuka,English,Primary,263,835,Central,PETRA,MCP
2019,Northern,Chewa,Chitumbuka,Primary,155,334,Northern,Independent,MCP
2019,Central,Tonga,Chichewa,Primary,255,818,Central,PETRA,MCP
2019,Central,Chewa,Chiyao,Primary,133,745,Northern,Independent,MCP
2019,Northern,Lambya/Nyiha,Chichewa,Secondary,105,519,Central,MCP,MCP
2019,Southern,Tumbuka,Chilomwe,Primary,164,1172,Central,MCP,MCP
2019,Northern,Tonga,Chitumbuka,Secondary,181,669,Northern,MCP,MCP
2019,Southern,Yao,Chilomwe,Primary,263,726,Southern,DPP,MCP
2019,Southern,Sena,Chilomwe,Primary,259,1051,Northern,Independent,MCP
2019,Central,Nyanja,Chichewa,Primary,233,427,Central,PETRA,MCP
2019,Central,Lomwe,Chichewa,Primary,252,511,Central,Other,MCP
2019,Central,Yao,English,Secondary,91,611,Northern,MCP,MCP
2019,Central,Ngonde,Chichewa,Primary,355,539,Central,PETRA,MCP
2019,Southern,Tonga,English,Primary,407,961,Central,UTM,MCP
2019,Central,Lomwe,English,Primary,288,510,Central,PETRA,MCP
2019,Central,Ngoni,Chichewa,Tertiary,210,790,Central,MCP,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,Primary,175,493,Central,DPP,MCP
2019,Central,Lomwe,Chichewa,Primary,148,1020,Central,PETRA,MCP
2019,Northern,Chewa,Chitumbuka,Secondary,20,377,Northern,Other,MCP
2019,Northern,Ngonde,Chitumbuka,Secondary,142,513,Northern,MCP,MCP
2019,Northern,Lambya/Nyiha,English,Secondary,130,846,Southern,Mbakwaku,MCP
2019,Southern,Nyanja,Chilomwe,Primary,437,261,Central,DPP,MCP
2019,Southern,Ngonde,Chilomwe,Primary,382,767,Central,MCP,MCP
2019,Northern,Ngonde,Chitumbuka,Primary,218,628,Central,Other,MCP
2019,Central,Yao,Chichewa,Secondary,137,731,Northern,MCP,MCP
2019,Central,Lomwe,Chichewa,Primary,107,696,Southern,Independent,MCP
2019,Southern,Ngoni,Chilomwe,Tertiary,309,841,Northern,DPP,MCP
2019,Central,Tumbuka,Chichewa,Primary,254,933,Central,DPP,MCP
2019,Southern,Tumbuka,Chichewa,Secondary,274,657,Southern,Independent,MCP
2019,Southern,Tonga,Chichewa,Secondary,154,741,Central,DPP,MCP
2019,Southern,Yao,Chichewa,Primary,403,929,Central,DPP,MCP
2019,Central,Lomwe,Chichewa,Tertiary,311,666,Central,Independent,MCP
2019,Central,Nyanja,Chichewa,No formal,196,742,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chiyao,Primary,254,519,Central,MCP,MCP
2019,Central,Ngoni,English,Tertiary,210,734,Central,Mbakwaku,MCP
2019,Southern,Nyanja,Chilomwe,Primary,217,645,Northern,DPP,MCP
2019,Central,Tumbuka,Chichewa,Secondary,177,626,Northern,MCP,MCP
2019,Central,Lomwe,English,Secondary,88,674,Southern,MCP,MCP
2019,Northern,Sena,Chitumbuka,Primary,163,435,Northern,Other,MCP
2019,Southern,Tonga,English,No formal,421,540,Southern,DPP,MCP
2019,Central,Lambya/Nyiha,Chichewa,Primary,188,562,Central,DPP,MCP
2019,Northern,Sena,Chichewa,Primary,229,452,Central,Other,MCP
2019,Southern,Tumbuka,English,No formal,228,844,Central,MCP,MCP
2019,Central,Lomwe,Chichewa,Primary,179,830,Northern,MCP,MCP
2019,Central,Tumbuka,Chichewa,Secondary,326,714,Central,Mbakwaku,MCP
2019,Central,Sena,English,Primary,231,578,Central,MCP,MCP
2019,Southern,Ngoni,English,Primary,295,744,Central,MCP,MCP
2019,Southern,Chewa,Chilomwe,Primary,231,520,Southern,DPP,MCP
2019,Central,Ngonde,English,Tertiary,286,911,Central,Independent,MCP
2019,Southern,Ngoni,Chichewa,Primary,324,744,Southern,Mbakwaku,MCP
2019,Central,Lambya/Nyiha,Chichewa,Secondary,305,636,Central,UTM,MCP
2019,Southern,Nyanja,Chilomwe,Secondary,469,786,Central,Other,MCP
2019,Central,Sena,Chichewa,Primary,166,590,Northern,MCP,MCP
2019,Southern,Nyanja,Chilomwe,Primary,333,854,Central,MCP,MCP
2019,Central,Yao,Chichewa,Secondary,263,795,Central,MCP,MCP
2019,Southern,Lomwe,Chilomwe,Secondary,375,698,Northern,Mbakwaku,MCP
2019,Central,Ngoni,English,Primary,255,568,Central,Independent,MCP
2019,Southern,Sena,Chichewa,No formal,348,484,Northern,UTM,MCP
2019,Central,Ngonde,Chichewa,No formal,187,677,Central,MCP,MCP
2019,Central,Ngoni,Chichewa,Secondary,161,925,Northern,DPP,MCP
2019,Southern,Yao,Chilomwe,Primary,251,885,Central,DPP,MCP
2019,Central,Ngoni,English,Primary,102,466,Southern,MCP,MCP
2019,Southern,Sena,English,No formal,389,1296,Central,Independent,MCP
2019,Central,Yao,Chichewa,No formal,210,311,Northern,MCP,MCP
2019,Central,Ngonde,Chichewa,No formal,304,534,Southern,Other,MCP
2019,Central,Lambya/Nyiha,Chichewa,Primary,102,765,Central,Mbakwaku,MCP
2019,Northern,Tonga,English,Secondary,98,444,Central,PETRA,MCP
2019,Southern,Lambya/Nyiha,Chilomwe,Tertiary,279,480,Southern,MCP,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,Primary,198,425,Southern,Independent,MCP
2019,Central,Sena,Chichewa,No formal,212,515,Southern,MCP,MCP
2019,Northern,Yao,Chitumbuka,Secondary,49,615,Northern,Mbakwaku,MCP
2019,Central,Nyanja,Chichewa,Primary,183,688,Central,MCP,MCP
2019,Central,Tonga,Chichewa,Primary,133,821,Central,UTM,MCP
2019,Northern,Lomwe,Chitumbuka,Primary,129,707,Southern,Other,MCP
2019,Southern,Ngonde,English,Tertiary,218,656,Central,Independent,MCP
2019,Northern,Sena,Chitumbuka,Primary,162,756,Central,DPP,MCP
2019,Central,Chewa,Chichewa,Secondary,172,827,Southern,Mbakwaku,MCP
2019,Southern,Tonga,Chilomwe,No formal,452,621,Central,MCP,MCP
2019,Southern,Lambya/Nyiha,Chilomwe,Tertiary,204,861,Southern,DPP,MCP
2019,Southern,Lomwe,Chilomwe,Secondary,361,806,Southern,PETRA,MCP
2019,Northern,Yao,Chitumbuka,Primary,170,519,Central,Mbakwaku,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,No formal,136,180,Southern,MCP,MCP
2019,Central,Yao,Chichewa,Primary,140,716,Northern,MCP,MCP
2019,Northern,Yao,Chichewa,Primary,144,680,Northern,MCP,MCP
2019,Central,Tonga,Chichewa,Secondary,226,609,Northern,Independent,MCP
2019,Southern,Ngonde,Chilomwe,Secondary,330,857,Central,DPP,MCP
2019,Central,Yao,Chichewa,Secondary,124,396,Northern,Mbakwaku,MCP
2019,Central,Yao,Chichewa,Primary,255,859,Central,DPP,MCP
2019,Northern,Sena,English,Primary,134,669,Central,Independent,MCP
2019,Central,Lomwe,Chichewa,No formal,210,751,Northern,DPP,MCP
2019,Southern,Nyanja,Chichewa,Primary,558,1153,Central,Independent,MCP
2019,Central,Lambya/Nyiha,English,No formal,165,553,Northern,MCP,MCP
2019,Central,Tonga,Chichewa,Primary,161,605,Southern,MCP,MCP
2019,Northern,Ngonde,Chichewa,Secondary,80,297,Central,PETRA,MCP
2019,Southern,Sena,English,Primary,298,390,Northern,Other,MCP
2019,Southern,Ngoni,Chichewa,Primary,306,1080,Central,UTM,MCP
2019,Northern,Lomwe,Chitumbuka,Secondary,115,803,Northern,Mbakwaku,MCP
2019,Central,Lomwe,English,Secondary,246,528,Central,MCP,MCP
2019,Southern,Yao,Chichewa,Primary,321,761,Central,DPP,MCP
2019,Central,Sena,English,Tertiary,370,940,Central,Mbakwaku,MCP
2019,Central,Sena,English,No formal,121,701,Northern,MCP,MCP
2019,Southern,Lomwe,Chilomwe,Primary,310,747,Central,MCP,MCP
2019,Central,Nyanja,Chichewa,Primary,139,211,Southern,Other,MCP
2019,Southern,Ngoni,Chilomwe,Primary,413,653,Central,UTM,MCP
2019,Southern,Chewa,Chichewa,Primary,221,712,Southern,UTM,MCP
2019,Northern,Ngonde,Chitumbuka,Secondary,162,496,Southern,DPP,MCP
2019,Northern,Lambya/Nyiha,Chitumbuka,Primary,182,410,Northern,DPP,MCP
2019,Northern,Tonga,Chitumbuka,Primary,82,453,Central,Other,MCP
2019,Northern,Tumbuka,Chitumbuka,Primary,151,739,Southern,MCP,MCP
2019,Northern,Lomwe,English,Secondary,150,525,Central,MCP,MCP
2019,Central,Tumbuka,Chichewa,No formal,185,663,Northern,DPP,MCP
2019,Central,Tumbuka,English,Secondary,264,669,Southern,Mbakwaku,MCP
2019,Southern,Nyanja,English,Primary,365,1460,Central,DPP,MCP
2019,Southern,Tumbuka,Chilomwe,No formal,298,909,Central,Other,MCP
2019,Southern,Ngonde,Chichewa,Secondary,230,980,Central,DPP,MCP
2019,Central,Nyanja,Chichewa,Secondary,262,683,Northern,Other,MCP
2019,Central,Sena,English,Secondary,220,861,Central,Independent,MCP
2019,Southern,Sena,Chichewa,Secondary,305,988,Northern,DPP,MCP
2019,Northern,Lomwe,Chitumbuka,Primary,86,429,Central,MCP,MCP
2019,Central,Lomwe,Chichewa,Primary,277,494,Southern,Independent,MCP
2019,Southern,Lomwe,Chilomwe,Tertiary,261,572,Southern,MCP,MCP
2019,Southern,Tonga,Chilomwe,Secondary,321,876,Central,DPP,MCP
2019,Central,Chewa,Chichewa,Primary,229,658,Central,MCP,MCP
2019,Central,Yao,Chichewa,Primary,246,462,Southern,MCP,MCP
2019,Northern,Ngonde,Chitumbuka,Tertiary,162,413,Southern,MCP,MCP
2019,Central,Lomwe,Chiyao,Secondary,210,189,Southern,MCP,MCP
2019,Central,Lambya/Nyiha,Chichewa,Primary,228,450,Central,MCP,MCP
2019,Central,Chewa,English,Primary,215,611,Central,Mbakwaku,MCP
2019,Northern,Ngoni,Chitumbuka,Primary,119,422,Central,UTM,MCP
2019,Northern,Sena,Chitumbuka,Primary,262,537,Central,Mbakwaku,MCP
2019,Southern,Sena,English,Primary,394,651,Northern,MCP,MCP
2019,Northern,Nyanja,Chitumbuka,Primary,237,529,Central,Independent,MCP
2019,Southern,Ngonde,Chilomwe,Secondary,383,888,Central,Mbakwaku,MCP
2019,Central,Ngoni,Chichewa,Primary,234,504,Central,MCP,MCP
2019,Southern,Lomwe,Chilomwe,Primary,200,854,Central,MCP,MCP
2019,Central,Ngoni,Chichewa,Primary,296,779,Central,MCP,MCP
2019,Southern,Tonga,Chilomwe,Primary,174,593,Southern,UTM,MCP
2019,Central,Tumbuka,Chichewa,Primary,169,788,Northern,MCP,MCP
2019,Central,Tumbuka,English,Secondary,123,709,Southern,MCP,MCP
2019,Central,Nyanja,Chichewa,Secondary,306,622,Central,MCP,MCP
2019,Northern,Lomwe,Chitumbuka,Primary,115,570,Southern,Mbakwaku,MCP
2019,Southern,Yao,Chilomwe,Primary,225,681,Central,MCP,MCP
2019,Central,Yao,English,Secondary,146,442,Southern,MCP,MCP
2019,Central,Sena,Chichewa,No formal,201,1102,Southern,MCP,MCP
2019,Southern,Ngonde,Chichewa,Primary,307,768,Southern,MCP,MCP
2019,Central,Lomwe,Chichewa,Primary,253,719,Central,MCP,MCP
2019,Central,Ngoni,English,Tertiary,231,694,Central,MCP,MCP
2019,Central,Tonga,Chichewa,Secondary,154,525,Central,MCP,MCP
2019,Central,Tumbuka,Chichewa,Primary,233,926,Southern,Mbakwaku,MCP
2019,Southern,Sena,Chichewa,No formal,416,812,Central,UTM,MCP
2019,Southern,Ngonde,English,Secondary,336,785,Central,MCP,MCP
2019,Southern,Nyanja,Chilomwe,No formal,314,1115,Central,DPP,MCP
2019,Northern,Tumbuka,Chitumbuka,No formal,20,597,Central,MCP,MCP
2019,Southern,Tonga,Chilomwe,Primary,387,390,Central,Independent,MCP
2019,Southern,Yao,Chilomwe,Secondary,404,886,Central,MCP,MCP
2019,Northern,Yao,Chitumbuka,Primary,183,496,Southern,MCP,MCP
2019,Central,Tumbuka,Chichewa,No formal,264,779,Southern,Mbakwaku,MCP
2019,Southern,Lomwe,English,Tertiary,422,749,Central,Other,MCP
2019,Central,Yao,Chichewa,No formal,258,810,Northern,MCP,MCP
2019,Southern,Tumbuka,Chilomwe,No formal,318,1116,Southern,DPP,MCP
2019,Central,Sena,Chichewa,Primary,234,577,Southern,MCP,MCP
2019,Southern,Lambya/Nyiha,Chilomwe,Secondary,384,961,Northern,MCP,MCP
2019,Southern,Ngonde,Chilomwe,Primary,376,1003,Central,MCP,MCP
2019,Southern,Chewa,English,Primary,357,931,Southern,MCP,MCP
2019,Northern,Chewa,English,Primary,156,607,Northern,DPP,MCP
2019,Southern,Lomwe,Chilomwe,Primary,366,847,Northern,UTM,MCP
2019,Central,Yao,Chichewa,No formal,150,445,Northern,MCP,MCP
2019,Southern,Yao,Chilomwe,Secondary,318,1174,Southern,Other,MCP
2019,Southern,Ngonde,Chilomwe,Secondary,391,930,Northern,MCP,MCP
2019,Southern,Ngoni,Chilomwe,Primary,98,1005,Central,DPP,MCP
2019,Southern,Sena,Chichewa,Primary,320,707,Northern,MCP,MCP
2019,Central,Lomwe,Chichewa,Primary,294,438,Southern,Other,MCP
2019,Central,Lambya/Nyiha,English,Primary,204,345,Southern,Mbakwaku,MCP
2025,Central,Tonga,Chichewa,Primary,190,697,Central,Other,DPP
2025,Southern,Yao,Chichewa,Primary,348,548,Southern,DPP,DPP
2025,Southern,Yao,Chichewa,Primary,245,932,Central,PP,DPP
2025,Central,Sena,Chichewa,Primary,356,481,Central,MCP,DPP
2025,Southern,Sena,Chichewa,Tertiary,379,366,Northern,UTM,DPP
2025,Central,Ngoni,Chiyao,Primary,324,697,Southern,MCP,DPP
2025,Central,Tumbuka,English,Primary,178,570,Northern,MCP,DPP
2025,Central,Sena,Chichewa,Primary,158,696,Southern,MCP,DPP
2025,Central,Tumbuka,Chichewa,Secondary,227,192,Central,MCP,DPP
2025,Central,Lomwe,Chiyao,Secondary,252,697,Central,MCP,DPP
2025,Central,Tonga,Chichewa,Secondary,286,587,Central,MCP,DPP
2025,Central,Tonga,Chichewa,Primary,317,782,Northern,MCP,DPP
2025,Northern,Yao,Chitumbuka,Primary,241,489,Southern,MCP,DPP
2025,Central,Lomwe,Chiyao,Primary,84,364,Central,UTM,DPP
2025,Central,Lomwe,Chiyao,Primary,165,421,Central,Independent,DPP
2025,Central,Chewa,Chichewa,Primary,224,488,Central,DPP,DPP
2025,Central,Nyanja,Chichewa,Tertiary,223,1074,Northern,PP,DPP
2025,Southern,Yao,Chilomwe,Primary,373,1110,Southern,UTM,DPP
2025,Central,Ngoni,Chichewa,Primary,284,700,Northern,UTM,DPP
2025,Central,Yao,English,Secondary,182,733,Southern,MCP,DPP
2025,Northern,Tonga,Chitumbuka,Primary,164,268,Southern,DPP,DPP
2025,Northern,Nyanja,English,Secondary,32,477,Central,Independent,DPP
2025,Northern,Tumbuka,Chitumbuka,Secondary,77,636,Central,MCP,DPP
2025,Northern,Ngonde,Chitumbuka,Secondary,57,467,Northern,MCP,DPP
2025,Southern,Lomwe,Chichewa,Tertiary,333,1034,Southern,Other,DPP
2025,Central,Tonga,Chichewa,Secondary,276,630,Central,MCP,DPP
2025,Central,Tumbuka,English,Secondary,276,727,Northern,UTM,DPP
2025,Northern,Ngoni,Chitumbuka,Tertiary,80,703,Southern,Independent,DPP
2025,Central,Ngonde,Chiyao,Primary,244,873,Southern,PP,DPP
2025,Northern,Tonga,English,Primary,102,841,Central,UTM,DPP
2025,Central,Sena,Chichewa,Primary,306,672,Northern,MCP,DPP
2025,Central,Yao,English,Primary,164,515,Central,MCP,DPP
2025,Central,Lambya/Nyiha,Chichewa,No formal,141,521,Southern,DPP,DPP
2025,Southern,Yao,Chichewa,Primary,424,852,Southern,DPP,DPP
2025,Northern,Yao,Chitumbuka,Primary,262,463,Northern,DPP,DPP
2025,Northern,Lomwe,Chitumbuka,Secondary,62,683,Northern,PP,DPP
2025,Southern,Lomwe,English,Primary,368,788,Northern,MCP,DPP
2025,Southern,Lomwe,Chichewa,No formal,229,1035,Central,Independent,DPP
2025,Southern,Chewa,Chichewa,Secondary,308,632,Southern,DPP,DPP
2025,Central,Lomwe,Chiyao,Primary,289,1109,Central,MCP,DPP
2025,Southern,Sena,Chichewa,Tertiary,304,728,Northern,DPP,DPP
2025,Central,Ngoni,Chichewa,Primary,318,851,Northern,PP,DPP
2025,Southern,Ngonde,Chilomwe,Secondary,268,1097,Central,DPP,DPP
2025,Central,Tumbuka,Chichewa,Tertiary,249,718,Central,PP,DPP
2025,Southern,Sena,Chilomwe,Primary,340,620,Central,PP,DPP
2025,Southern,Nyanja,Chilomwe,Primary,527,628,Central,Independent,DPP
2025,Northern,Yao,Chitumbuka,Tertiary,58,552,Northern,DPP,DPP
2025,Central,Ngoni,Chichewa,Primary,348,751,Southern,MCP,DPP
2025,Southern,Yao,Chilomwe,Primary,250,923,Central,DPP,DPP
2025,Central,Ngonde,Chichewa,Primary,98,679,Central,DPP,DPP
2025,Southern,Ngonde,English,Secondary,372,699,Northern,PP,DPP
2025,Central,Lomwe,Chichewa,Primary,307,535,Southern,DPP,DPP
2025,Northern,Ngonde,Chichewa,No formal,114,650,Central,PP,DPP
2025,Southern,Yao,Chichewa,Secondary,417,1092,Northern,MCP,DPP
2025,Central,Nyanja,Chichewa,Primary,216,565,Southern,Independent,DPP
2025,Central,Nyanja,Chichewa,Primary,302,692,Northern,MCP,DPP
2025,Central,Tonga,Chichewa,Primary,149,690,Central,PP,DPP
2025,Northern,Tonga,Chitumbuka,Primary,20,274,Southern,MCP,DPP
2025,Central,Lambya/Nyiha,Chiyao,Primary,313,576,Central,MCP,DPP
2025,Northern,Lomwe,Chitumbuka,Primary,135,574,Northern,Independent,DPP
2025,Central,Nyanja,Chichewa,Tertiary,235,710,Northern,Independent,DPP
2025,Northern,Ngonde,English,Secondary,164,459,Southern,DPP,DPP
2025,Southern,Lambya/Nyiha,English,Primary,387,974,Central,DPP,DPP
2025,Central,Yao,Chichewa,Tertiary,231,651,Central,DPP,DPP
2025,Central,Chewa,Chiyao,Primary,316,149,Central,MCP,DPP
2025,Northern,Nyanja,English,No formal,109,597,Southern,Other,DPP
2025,Central,Tonga,English,Primary,277,678,Southern,DPP,DPP
2025,Northern,Ngonde,English,Secondary,122,477,Southern,DPP,DPP
2025,Southern,Sena,English,Primary,164,524,Central,DPP,DPP
2025,Southern,Yao,English,Tertiary,218,959,Southern,UTM,DPP
2025,Central,Tonga,Chiyao,Primary,134,695,Central,Other,DPP
2025,Northern,Lambya/Nyiha,Chichewa,Primary,78,290,Northern,DPP,DPP
2025,Central,Sena,Chichewa,Secondary,340,796,Central,MCP,DPP
2025,Central,Nyanja,Chiyao,Secondary,164,574,Central,Independent,DPP
2025,Southern,Ngonde,Chichewa,Tertiary,311,1275,Central,DPP,DPP
2025,Southern,Ngoni,Chilomwe,Primary,310,607,Central,MCP,DPP
2025,Southern,Lambya/Nyiha,Chilomwe,Primary,365,783,Central,MCP,DPP
2025,Southern,Lomwe,Chichewa,Tertiary,321,966,Northern,DPP,DPP
2025,Northern,Nyanja,English,No formal,206,585,Central,DPP,DPP
2025,Northern,Tonga,Chitumbuka,Secondary,128,335,Northern,PP,DPP
2025,Central,Tonga,Chichewa,Tertiary,220,536,Southern,MCP,DPP
2025,Central,Ngoni,Chichewa,Secondary,158,536,Northern,PP,DPP
2025,Southern,Lomwe,English,Secondary,351,515,Northern,Other,DPP
2025,Northern,Yao,English,Primary,203,370,Central,DPP,DPP
2025,Central,Tumbuka,Chichewa,Primary,209,511,Northern,MCP,DPP
2025,Central,Yao,Chichewa,Primary,145,678,Central,DPP,DPP
2025,Northern,Sena,Chitumbuka,Tertiary,103,605,Southern,DPP,DPP
2025,Central,Sena,Chichewa,No formal,118,838,Central,Independent,DPP
2025,Southern,Nyanja,Chilomwe,Secondary,231,984,Central,Independent,DPP
2025,Central,Lomwe,Chichewa,Secondary,240,911,Southern,DPP,DPP
2025,Northern,Ngonde,English,Secondary,241,349,Southern,DPP,DPP
2025,Central,Chewa,Chichewa,Secondary,207,612,Southern,DPP,DPP
2025,Northern,Yao,Chitumbuka,Primary,152,708,Northern,UTM,DPP
2025,Southern,Ngonde,English,Primary,523,574,Central,MCP,DPP
2025,Central,Nyanja,Chichewa,No formal,249,355,Central,DPP,DPP
2025,Southern,Ngonde,English,Primary,300,304,Central,PP,DPP
2025,Southern,Lomwe,Chilomwe,Primary,349,1126,Central,DPP,DPP
2025,Southern,Nyanja,Chichewa,No formal,305,835,Northern,Independent,DPP
2025,Northern,Yao,Chitumbuka,Primary,155,517,Central,PP,DPP
2025,Southern,Lambya/Nyiha,Chichewa,Primary,470,762,Central,MCP,DPP
2025,Central,Tumbuka,Chichewa,Secondary,256,852,Central,MCP,DPP
2025,Northern,Chewa,English,Primary,213,422,Southern,DPP,DPP
2025,Northern,Yao,Chitumbuka,Primary,269,489,Northern,DPP,DPP
2025,Central,Ngonde,Chichewa,Primary,294,513,Northern,DPP,DPP
2025,Central,Ngoni,Chiyao,Primary,255,922,Southern,DPP,DPP
2025,Central,Lambya/Nyiha,Chichewa,Tertiary,157,253,Central,MCP,DPP
2025,Northern,Sena,Chichewa,Primary,121,594,Southern,Independent,DPP
2025,Northern,Lambya/Nyiha,Chichewa,Primary,70,421,Southern,MCP,DPP
2025,Southern,Chewa,Chilomwe,Tertiary,297,589,Central,DPP,DPP
2025,Southern,Nyanja,Chilomwe,Primary,427,365,Southern,Independent,DPP
2025,Northern,Tonga,Chichewa,Primary,171,398,Central,Independent,DPP
2025,Central,Yao,Chichewa,Primary,230,691,Central,MCP,DPP
2025,Southern,Tonga,Chichewa,Tertiary,419,888,Central,DPP,DPP
2025,Northern,Ngonde,English,Secondary,214,602,Central,MCP,DPP
2025,Southern,Lomwe,Chichewa,Secondary,351,904,Northern,DPP,DPP
2025,Southern,Sena,Chilomwe,Secondary,121,462,Central,Independent,DPP
2025,Northern,Ngonde,Chitumbuka,Primary,83,363,Southern,DPP,DPP
2025,Central,Lambya/Nyiha,Chichewa,Primary,210,449,Southern,MCP,DPP
2025,Central,Ngonde,Chichewa,Primary,241,557,Central,Independent,DPP
2025,Central,Sena,Chichewa,No formal,251,871,Central,MCP,DPP
2025,Northern,Sena,Chitumbuka,Primary,227,243,Northern,MCP,DPP
2025,Southern,Yao,Chilomwe,Primary,426,736,Central,DPP,DPP
2025,Central,Tonga,Chichewa,Tertiary,241,770,Northern,UTM,DPP
2025,Northern,Ngonde,Chitumbuka,Primary,20,514,Southern,Independent,DPP
2025,Southern,Yao,English,Secondary,136,867,Central,DPP,DPP
2025,Central,Tonga,Chiyao,Primary,256,367,Southern,PP,DPP
2025,Central,Yao,Chichewa,Primary,20,653,Central,DPP,DPP
2025,Southern,Lomwe,English,Primary,399,704,Northern,DPP,DPP
2025,Southern,Lomwe,English,Primary,364,891,Southern,DPP,DPP
2025,Central,Sena,Chichewa,Primary,129,648,Central,MCP,DPP
2025,Northern,Nyanja,Chitumbuka,Secondary,202,397,Central,UTM,DPP
2025,Southern,Ngonde,Chilomwe,Tertiary,303,975,Southern,DPP,DPP
2025,Central,Chewa,English,Primary,385,533,Southern,UTM,DPP
2025,Northern,Ngonde,Chitumbuka,No formal,157,590,Northern,PP,DPP
2025,Southern,Ngoni,Chichewa,Primary,323,984,Northern,Other,DPP
2025,Central,Nyanja,Chichewa,Primary,99,979,Northern,MCP,DPP
2025,Central,Tonga,Chichewa,Secondary,230,837,Southern,MCP,DPP
2025,Central,Yao,English,Primary,177,945,Central,MCP,DPP
2025,Northern,Lambya/Nyiha,Chitumbuka,Primary,183,629,Central,UTM,DPP
2025,Northern,Ngonde,Chitumbuka,Secondary,239,528,Central,DPP,DPP
2025,Central,Yao,Chichewa,Tertiary,233,328,Southern,MCP,DPP
2025,Southern,Tumbuka,English,Secondary,460,893,Central,DPP,DPP
2025,Central,Ngoni,Chiyao,Secondary,415,613,Southern,DPP,DPP
2025,Central,Sena,Chichewa,Primary,228,580,Central,MCP,DPP
